nome,cpf,cargo,salario_base,ano_mes,salario_pago
Zuleica Zanetti,31288900557,Gerente,2177.14,2022-04-01,2375.1
Zuleica Zanetti,31288900557,Gerente,2177.14,2022-05-01,2330.33
Zuleica Zanetti,31288900557,Gerente,2177.14,2022-06-01,2332.66
Zuleica Zanetti,31288900557,Gerente,2177.14,2022-07-01,2305.3
Zuleica Zanetti,31288900557,Gerente,2177.14,2022-08-01,2312.69
Zuleica Zanetti,31288900557,Gerente,2177.14,2022-09-01,2381.88
Zuleica Zanetti,31288900557,Gerente,2177.14,2022-10-01,2374.33
Zuleica Zanetti,31288900557,Gerente,2177.14,2022-11-01,2332.05
Zuleica Zanetti,31288900557,Gerente,2177.14,2022-12-01,2351.8
Zuleica Zanetti,31288900557,Gerente,2177.14,2023-01-01,2316.81
Zuleica Zanetti,31288900557,Gerente,2177.14,2023-02-01,2334.39
Zuleica Zanetti,31288900557,Gerente,2177.14,2023-03-01,2286.62
Zuleica Zanetti,31288900557,Gerente,2177.14,2023-04-01,2341.46
Zuleica Zanetti,31288900557,Gerente,2177.14,2023-05-01,2390.45
Zuleica Zanetti,31288900557,Gerente,2177.14,2023-06-01,2304.73
Zuleica Zanetti,31288900557,Gerente,2177.14,2023-07-01,2390.49
Zuleica Zanetti,31288900557,Gerente,2177.14,2023-08-01,2385.34
Zuleica Zanetti,31288900557,Gerente,2177.14,2023-09-01,2307.58
Zuleica Zanetti,31288900557,Gerente,2177.14,2023-10-01,2351.84
Zuleica Zanetti,31288900557,Gerente,2177.14,2023-11-01,2375.0
Zuleica Zanetti,31288900557,Gerente,2177.14,2023-12-01,2309.78
Zuleica Zanetti,31288900557,Gerente,2177.14,2024-01-01,2343.06
Zuleica Zanetti,31288900557,Gerente,2177.14,2024-02-01,2351.44
Zuleica Zanetti,31288900557,Gerente,2177.14,2024-03-01,2381.21
Zuleica Zanetti,31288900557,Gerente,2177.14,2024-04-01,2315.79
Zuleica Zanetti,31288900557,Gerente,2177.14,2024-05-01,2373.23
Zuleica Zanetti,31288900557,Gerente,2177.14,2024-06-01,2296.4
Zuleica Zanetti,31288900557,Gerente,2177.14,2024-07-01,2359.01
Zuleica Zanetti,31288900557,Gerente,2177.14,2024-08-01,2374.42
Zuleica Zanetti,31288900557,Gerente,2177.14,2024-09-01,2332.05
Zuleica Zanetti,31288900557,Gerente,2177.14,2024-10-01,2315.68
Zuleica Zanetti,31288900557,Gerente,2177.14,2024-11-01,2340.22
Zuleica Zanetti,31288900557,Gerente,2177.14,2024-12-01,2309.7
Zuleica Zanetti,31288900557,Gerente,2177.14,2025-01-01,2311.63
Zuleica Zanetti,31288900557,Gerente,2177.14,2025-02-01,2316.89
Zuleica Zanetti,31288900557,Gerente,2177.14,2025-03-01,2342.86
Zuleica Zanetti,31288900557,Gerente,2177.14,2025-04-01,2361.38
Zuleica Zanetti,31288900557,Gerente,2177.14,2025-05-01,2335.21
Zuleica Zanetti,31288900557,Gerente,2177.14,2025-06-01,2306.7
Zuleica Zanetti,31288900557,Gerente,2177.14,2025-07-01,2349.09
Zuleica Zanetti,31288900557,Gerente,2177.14,2025-08-01,2307.15
Zuleica Zanetti,31288900557,Gerente,2177.14,2025-09-01,2303.3
Zuleica Zanetti,31288900557,Gerente,2177.14,2025-10-01,2300.87
Zuleica Zanetti,31288900557,Gerente,2177.14,2025-11-01,2321.46
Zuleica Zanetti,31288900557,Gerente,2177.14,2025-12-01,2321.83
Larissa Nascimento,19803552302,Analista,4771.23,2020-01-01,5093.69
Larissa Nascimento,19803552302,Analista,4771.23,2020-02-01,5199.01
Larissa Nascimento,19803552302,Analista,4771.23,2020-03-01,5209.61
Larissa Nascimento,19803552302,Analista,4771.23,2020-04-01,5204.4
Larissa Nascimento,19803552302,Analista,4771.23,2020-05-01,5156.5
Larissa Nascimento,19803552302,Analista,4771.23,2020-06-01,5022.93
Larissa Nascimento,19803552302,Analista,4771.23,2020-07-01,5112.16
Larissa Nascimento,19803552302,Analista,4771.23,2020-08-01,5146.16
Larissa Nascimento,19803552302,Analista,4771.23,2020-09-01,5147.03
Larissa Nascimento,19803552302,Analista,4771.23,2020-10-01,5173.84
Larissa Nascimento,19803552302,Analista,4771.23,2020-11-01,5033.94
Larissa Nascimento,19803552302,Analista,4771.23,2020-12-01,5206.81
Larissa Nascimento,19803552302,Analista,4771.23,2021-01-01,5026.08
Larissa Nascimento,19803552302,Analista,4771.23,2021-02-01,5120.94
Larissa Nascimento,19803552302,Analista,4771.23,2021-03-01,5222.07
Larissa Nascimento,19803552302,Analista,4771.23,2021-04-01,5183.12
Larissa Nascimento,19803552302,Analista,4771.23,2021-05-01,5218.48
Larissa Nascimento,19803552302,Analista,4771.23,2021-06-01,5167.84
Larissa Nascimento,19803552302,Analista,4771.23,2021-07-01,5181.24
Larissa Nascimento,19803552302,Analista,4771.23,2021-08-01,5020.47
Larissa Nascimento,19803552302,Analista,4771.23,2021-09-01,5203.82
Larissa Nascimento,19803552302,Analista,4771.23,2021-10-01,5218.69
Larissa Nascimento,19803552302,Analista,4771.23,2021-11-01,5102.23
Larissa Nascimento,19803552302,Analista,4771.23,2021-12-01,5169.36
Larissa Nascimento,19803552302,Analista,4771.23,2022-01-01,5150.8
Larissa Nascimento,19803552302,Analista,4771.23,2022-02-01,5146.16
Larissa Nascimento,19803552302,Analista,4771.23,2022-03-01,5173.7
Larissa Nascimento,19803552302,Analista,4771.23,2022-04-01,5013.24
Larissa Nascimento,19803552302,Analista,4771.23,2022-05-01,5037.56
Larissa Nascimento,19803552302,Analista,4771.23,2022-06-01,5088.36
Larissa Nascimento,19803552302,Analista,4771.23,2022-07-01,5159.41
Larissa Nascimento,19803552302,Analista,4771.23,2022-08-01,5196.14
Larissa Nascimento,19803552302,Analista,4771.23,2022-09-01,5109.37
Larissa Nascimento,19803552302,Analista,4771.23,2022-10-01,5226.85
Larissa Nascimento,19803552302,Analista,4771.23,2022-11-01,5210.41
Larissa Nascimento,19803552302,Analista,4771.23,2022-12-01,5122.09
Larissa Nascimento,19803552302,Analista,4771.23,2023-01-01,5246.77
Larissa Nascimento,19803552302,Analista,4771.23,2023-02-01,5129.55
Larissa Nascimento,19803552302,Analista,4771.23,2023-03-01,5221.65
Larissa Nascimento,19803552302,Analista,4771.23,2023-04-01,5062.92
Larissa Nascimento,19803552302,Analista,4771.23,2023-05-01,5096.46
Larissa Nascimento,19803552302,Analista,4771.23,2023-06-01,5020.09
Larissa Nascimento,19803552302,Analista,4771.23,2023-07-01,5024.22
Larissa Nascimento,19803552302,Analista,4771.23,2023-08-01,5218.55
Larissa Nascimento,19803552302,Analista,4771.23,2023-09-01,5092.33
Larissa Nascimento,19803552302,Analista,4771.23,2023-10-01,5209.39
Larissa Nascimento,19803552302,Analista,4771.23,2023-11-01,5115.76
Larissa Nascimento,19803552302,Analista,4771.23,2023-12-01,5134.66
Larissa Nascimento,19803552302,Analista,4771.23,2024-01-01,5085.12
Larissa Nascimento,19803552302,Analista,4771.23,2024-02-01,5147.42
Larissa Nascimento,19803552302,Analista,4771.23,2024-03-01,5196.84
Larissa Nascimento,19803552302,Analista,4771.23,2024-04-01,5173.43
Larissa Nascimento,19803552302,Analista,4771.23,2024-05-01,5089.81
Larissa Nascimento,19803552302,Analista,4771.23,2024-06-01,5239.09
Larissa Nascimento,19803552302,Analista,4771.23,2024-07-01,5017.12
Larissa Nascimento,19803552302,Analista,4771.23,2024-08-01,5149.53
Larissa Nascimento,19803552302,Analista,4771.23,2024-09-01,5010.43
Larissa Nascimento,19803552302,Analista,4771.23,2024-10-01,5210.38
Larissa Nascimento,19803552302,Analista,4771.23,2024-11-01,5126.9
Larissa Nascimento,19803552302,Analista,4771.23,2024-12-01,5083.12
Larissa Nascimento,19803552302,Analista,4771.23,2025-01-01,5070.3
Larissa Nascimento,19803552302,Analista,4771.23,2025-02-01,5045.68
Larissa Nascimento,19803552302,Analista,4771.23,2025-03-01,5176.72
Larissa Nascimento,19803552302,Analista,4771.23,2025-04-01,5145.65
Larissa Nascimento,19803552302,Analista,4771.23,2025-05-01,5146.44
Larissa Nascimento,19803552302,Analista,4771.23,2025-06-01,5134.91
Larissa Nascimento,19803552302,Analista,4771.23,2025-07-01,5227.88
Larissa Nascimento,19803552302,Analista,4771.23,2025-08-01,5073.77
Larissa Nascimento,19803552302,Analista,4771.23,2025-09-01,5125.07
Larissa Nascimento,19803552302,Analista,4771.23,2025-10-01,5203.61
Larissa Nascimento,19803552302,Analista,4771.23,2025-11-01,5128.3
Larissa Nascimento,19803552302,Analista,4771.23,2025-12-01,5066.62
Silvio Iglesias,35430541072,Gerente,8703.22,2020-01-01,9272.86
Silvio Iglesias,35430541072,Gerente,8703.22,2020-02-01,9515.33
Silvio Iglesias,35430541072,Gerente,8703.22,2020-03-01,9494.97
Silvio Iglesias,35430541072,Gerente,8703.22,2020-04-01,9435.27
Silvio Iglesias,35430541072,Gerente,8703.22,2020-05-01,9531.08
Silvio Iglesias,35430541072,Gerente,8703.22,2020-06-01,9356.2
Silvio Iglesias,35430541072,Gerente,8703.22,2020-07-01,9284.09
Silvio Iglesias,35430541072,Gerente,8703.22,2020-08-01,9331.17
Silvio Iglesias,35430541072,Gerente,8703.22,2020-09-01,9455.92
Silvio Iglesias,35430541072,Gerente,8703.22,2020-10-01,9306.98
Silvio Iglesias,35430541072,Gerente,8703.22,2020-11-01,9447.33
Silvio Iglesias,35430541072,Gerente,8703.22,2020-12-01,9346.01
Silvio Iglesias,35430541072,Gerente,8703.22,2021-01-01,9198.56
Silvio Iglesias,35430541072,Gerente,8703.22,2021-02-01,9181.64
Silvio Iglesias,35430541072,Gerente,8703.22,2021-03-01,9202.54
Silvio Iglesias,35430541072,Gerente,8703.22,2021-04-01,9159.08
Silvio Iglesias,35430541072,Gerente,8703.22,2021-05-01,9571.6
Silvio Iglesias,35430541072,Gerente,8703.22,2021-06-01,9416.09
Silvio Iglesias,35430541072,Gerente,8703.22,2021-07-01,9506.52
Silvio Iglesias,35430541072,Gerente,8703.22,2021-08-01,9239.53
Silvio Iglesias,35430541072,Gerente,8703.22,2021-09-01,9389.06
Silvio Iglesias,35430541072,Gerente,8703.22,2021-10-01,9447.56
Silvio Iglesias,35430541072,Gerente,8703.22,2021-11-01,9508.98
Silvio Iglesias,35430541072,Gerente,8703.22,2021-12-01,9209.58
Silvio Iglesias,35430541072,Gerente,8703.22,2022-01-01,9227.42
Silvio Iglesias,35430541072,Gerente,8703.22,2022-02-01,9377.49
Silvio Iglesias,35430541072,Gerente,8703.22,2022-03-01,9442.66
Silvio Iglesias,35430541072,Gerente,8703.22,2022-04-01,9313.74
Silvio Iglesias,35430541072,Gerente,8703.22,2022-05-01,9202.94
Silvio Iglesias,35430541072,Gerente,8703.22,2022-06-01,9463.36
Silvio Iglesias,35430541072,Gerente,8703.22,2022-07-01,9289.84
Silvio Iglesias,35430541072,Gerente,8703.22,2022-08-01,9399.38
Silvio Iglesias,35430541072,Gerente,8703.22,2022-09-01,9300.26
Silvio Iglesias,35430541072,Gerente,8703.22,2022-10-01,9300.98
Silvio Iglesias,35430541072,Gerente,8703.22,2022-11-01,9458.19
Silvio Iglesias,35430541072,Gerente,8703.22,2022-12-01,9376.76
Silvio Iglesias,35430541072,Gerente,8703.22,2023-01-01,9139.58
Silvio Iglesias,35430541072,Gerente,8703.22,2023-02-01,9305.6
Silvio Iglesias,35430541072,Gerente,8703.22,2023-03-01,9459.93
Silvio Iglesias,35430541072,Gerente,8703.22,2023-04-01,9141.19
Silvio Iglesias,35430541072,Gerente,8703.22,2023-05-01,9561.09
Silvio Iglesias,35430541072,Gerente,8703.22,2023-06-01,9155.26
Silvio Iglesias,35430541072,Gerente,8703.22,2023-07-01,9437.4
Silvio Iglesias,35430541072,Gerente,8703.22,2023-08-01,9384.69
Silvio Iglesias,35430541072,Gerente,8703.22,2023-09-01,9554.01
Silvio Iglesias,35430541072,Gerente,8703.22,2023-10-01,9371.6
Silvio Iglesias,35430541072,Gerente,8703.22,2023-11-01,9190.4
Silvio Iglesias,35430541072,Gerente,8703.22,2023-12-01,9501.16
Silvio Iglesias,35430541072,Gerente,8703.22,2024-01-01,9460.89
Silvio Iglesias,35430541072,Gerente,8703.22,2024-02-01,9431.55
Silvio Iglesias,35430541072,Gerente,8703.22,2024-03-01,9170.49
Silvio Iglesias,35430541072,Gerente,8703.22,2024-04-01,9513.02
Silvio Iglesias,35430541072,Gerente,8703.22,2024-05-01,9463.3
Silvio Iglesias,35430541072,Gerente,8703.22,2024-06-01,9226.46
Silvio Iglesias,35430541072,Gerente,8703.22,2024-07-01,9351.8
Silvio Iglesias,35430541072,Gerente,8703.22,2024-08-01,9223.96
Silvio Iglesias,35430541072,Gerente,8703.22,2024-09-01,9265.07
Silvio Iglesias,35430541072,Gerente,8703.22,2024-10-01,9287.94
Silvio Iglesias,35430541072,Gerente,8703.22,2024-11-01,9316.29
Silvio Iglesias,35430541072,Gerente,8703.22,2024-12-01,9162.57
Silvio Iglesias,35430541072,Gerente,8703.22,2025-01-01,9372.01
Silvio Iglesias,35430541072,Gerente,8703.22,2025-02-01,9148.95
Silvio Iglesias,35430541072,Gerente,8703.22,2025-03-01,9350.49
Silvio Iglesias,35430541072,Gerente,8703.22,2025-04-01,9503.56
Silvio Iglesias,35430541072,Gerente,8703.22,2025-05-01,9380.74
Silvio Iglesias,35430541072,Gerente,8703.22,2025-06-01,9564.66
Silvio Iglesias,35430541072,Gerente,8703.22,2025-07-01,9518.96
Silvio Iglesias,35430541072,Gerente,8703.22,2025-08-01,9248.63
Silvio Iglesias,35430541072,Gerente,8703.22,2025-09-01,9153.46
Silvio Iglesias,35430541072,Gerente,8703.22,2025-10-01,9192.57
Silvio Iglesias,35430541072,Gerente,8703.22,2025-11-01,9222.1
Silvio Iglesias,35430541072,Gerente,8703.22,2025-12-01,9233.01
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2020-01-01,1568.57
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2020-02-01,1616.16
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2020-03-01,1609.3
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2020-04-01,1596.5
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2020-05-01,1611.0
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2020-06-01,1597.35
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2020-07-01,1613.64
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2020-08-01,1588.62
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2020-09-01,1603.87
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2020-10-01,1564.55
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2020-11-01,1589.24
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2020-12-01,1604.3
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2021-01-01,1566.16
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2021-02-01,1596.39
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2021-03-01,1571.13
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2021-04-01,1594.87
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2021-05-01,1592.42
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2021-06-01,1570.59
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2021-07-01,1591.59
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2021-08-01,1580.85
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2021-09-01,1562.93
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2021-10-01,1570.5
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2021-11-01,1589.1
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2021-12-01,1577.91
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2022-01-01,1582.97
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2022-02-01,1560.11
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2022-03-01,1607.62
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2022-04-01,1611.54
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2022-05-01,1599.58
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2022-06-01,1615.12
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2022-07-01,1607.9
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2022-08-01,1605.4
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2022-09-01,1596.71
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2022-10-01,1608.27
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2022-11-01,1603.58
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2022-12-01,1594.61
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2023-01-01,1606.76
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2023-02-01,1589.04
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2023-03-01,1566.1
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2023-04-01,1561.5
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2023-05-01,1596.32
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2023-06-01,1592.05
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2023-07-01,1581.48
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2023-08-01,1601.65
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2023-09-01,1597.72
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2023-10-01,1607.55
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2023-11-01,1587.06
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2023-12-01,1616.66
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2024-01-01,1584.74
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2024-02-01,1559.5
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2024-03-01,1574.65
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2024-04-01,1613.34
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2024-05-01,1576.5
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2024-06-01,1567.22
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2024-07-01,1595.87
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2024-08-01,1611.9
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2024-09-01,1560.48
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2024-10-01,1581.43
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2024-11-01,1602.47
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2024-12-01,1573.37
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2025-01-01,1611.04
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2025-02-01,1590.38
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2025-03-01,1584.4
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2025-04-01,1597.32
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2025-05-01,1574.53
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2025-06-01,1562.73
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2025-07-01,1583.35
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2025-08-01,1572.65
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2025-09-01,1572.61
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2025-10-01,1572.48
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2025-11-01,1563.76
Quintino Wagner,99672683236,Desenvolvedor,1511.91,2025-12-01,1600.49
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2020-01-01,4449.75
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2020-02-01,4672.69
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2020-03-01,4284.97
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2020-04-01,4461.3
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2020-05-01,4378.74
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2020-06-01,4622.53
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2020-07-01,4279.79
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2020-08-01,4529.1
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2020-09-01,4684.99
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2020-10-01,4299.57
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2020-11-01,4461.82
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2020-12-01,4470.12
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2021-01-01,4331.46
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2021-02-01,4674.96
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2021-03-01,4506.66
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2021-04-01,4576.89
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2021-05-01,4681.49
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2021-06-01,4460.1
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2021-07-01,4310.36
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2021-08-01,4279.74
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2021-09-01,4248.09
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2021-10-01,4242.48
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2021-11-01,4374.92
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2021-12-01,4646.85
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2022-01-01,4212.93
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2022-02-01,4383.95
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2022-03-01,4551.47
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2022-04-01,4351.3
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2022-05-01,4495.5
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2022-06-01,4274.47
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2022-07-01,4573.2
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2022-08-01,4321.9
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2022-09-01,4276.5
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2022-10-01,4615.41
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2022-11-01,4651.18
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2022-12-01,4382.97
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2023-01-01,4545.49
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2023-02-01,4678.07
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2023-03-01,4578.37
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2023-04-01,4344.39
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2023-05-01,4693.0
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2023-06-01,4248.24
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2023-07-01,4664.8
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2023-08-01,4412.79
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2023-09-01,4660.47
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2023-10-01,4283.78
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2023-11-01,4525.56
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2023-12-01,4571.44
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2024-01-01,4695.96
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2024-02-01,4327.69
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2024-03-01,4463.41
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2024-04-01,4633.74
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2024-05-01,4442.69
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2024-06-01,4663.31
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2024-07-01,4230.14
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2024-08-01,4694.68
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2024-09-01,4323.13
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2024-10-01,4615.57
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2024-11-01,4372.49
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2024-12-01,4518.37
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2025-01-01,4669.2
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2025-02-01,4217.4
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2025-03-01,4462.7
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2025-04-01,4390.57
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2025-05-01,4698.42
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2025-06-01,4666.19
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2025-07-01,4369.54
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2025-08-01,4622.48
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2025-09-01,4382.97
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2025-10-01,4297.34
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2025-11-01,4214.3
Vitoria Nascimento,72455365578,Engenheiro,4089.69,2025-12-01,4222.05
Bruno Oliveira,44889032307,Analista,8774.15,2020-01-01,9552.55
Bruno Oliveira,44889032307,Analista,8774.15,2020-02-01,9228.4
Bruno Oliveira,44889032307,Analista,8774.15,2020-03-01,9379.17
Bruno Oliveira,44889032307,Analista,8774.15,2020-04-01,9467.91
Bruno Oliveira,44889032307,Analista,8774.15,2020-05-01,9292.11
